,종목코드,종목명,시간,종가,대비,시가,고가,저가,매도호가,매수호가,거래량,거래대금,예상체결가 구분 플래그,예상체결가,예상체결가 전일대비,예상체결수량
2401,A091590,남화토건,1559,10750,-400,11200,11250,10550,10750,10700,217026,2342869,50,10750,-400.0,4044
2402,A091700,파트론,1556,9850,70,9890,10050,9770,9850,9840,402848,3987127,50,9850,70.0,15515
2403,A091970,나노캠텍,1557,1750,0,1745,1775,1740,1755,1750,113229,198135,50,1750,0.0,1865
2404,A091990,셀트리온헬스케어,1559,115200,-4600,119800,119900,115000,115300,115200,770687,89728846,50,115200,-4600.0,20412
2405,A092040,아미코젠,1554,35800,300,35550,35800,35000,35800,35750,93331,3292704,50,35800,300.0,1883
2406,A092070,디엔에프,1542,23800,-250,24200,24500,23650,23850,23800,102278,2454346,50,23800,-250.0,1951
2407,A092130,이크레더블,1530,20600,50,20700,20700,20550,20600,20550,3636,74934,50,20600,50.0,49
2408,A092190,서울바이오시스,1546,16650,-150,16650,16900,16500,16700,16650,142693,2381751,50,16650,-150.0,3171
2409,A092300,현우산업,1558,6200,-220,6390,6540,6190,6210,6200,635612,4040477,50,6200,-220.0,19774
2410,A092460,한라IMS,1530,6100,0,5990,6120,5990,6110,6100,91975,556290,50,6100,0.0,4980
2411,A092600,앤씨앤,1559,4050,-15,4210,4220,4000,4050,4035,207251,840992,50,4050,-15.0,3502
2412,A092730,네오팜,1556,29200,-50,29150,29850,29150,29300,29200,20849,611587,50,29200,-50.0,360
2413,A092870,엑시콘,1550,13950,0,14000,14300,13850,14000,13950,52152,731892,50,13950,0.0,4852
2414,A093190,빅솔론,1530,6100,10,6090,6190,6050,6100,6090,24190,147565,50,6100,10.0,171
2415,A093320,케이아이엔엑스,1555,47450,-400,48000,48600,47000,47450,47400,38475,1829225,50,47450,-400.0,571
2416,A093380,풍강,1549,4740,-55,4720,4790,4635,4740,4725,52847,248757,50,4740,-55.0,2876
2417,A093520,매커스,1552,7010,-90,7100,7300,7000,7040,7010,859605,6141049,50,7010,-90.0,31021
2418,A093640,다믈멀티미디어,1557,4120,95,3985,4150,3980,4125,4120,278400,1133144,50,4120,95.0,14795
2419,A093920,서원인텍,1559,6400,0,6430,6450,6360,6400,6390,35934,229632,50,6400,0.0,638
2420,A094170,동운아나텍,1558,6040,30,6070,6120,6000,6040,6030,69738,420732,50,6040,30.0,2272
2421,A094360,칩스앤미디어,1542,14900,200,15650,16250,14900,14950,14900,970196,15060753,50,14900,200.0,15715
2422,A094480,갤럭시아머니트리,1558,5900,90,5810,6020,5810,5910,5900,163460,966861,50,5900,90.0,4131
2423,A094820,일진파워,1559,12450,100,12650,12750,12100,12500,12450,1007419,12497324,50,12450,100.0,20944
2424,A094840,슈프리마에이치큐,1548,8390,-40,8430,8630,8380,8400,8390,61060,515444,50,8390,-40.0,1645
2425,A094850,참좋은여행,1554,16100,-300,16450,16700,15900,16150,16100,434153,7020409,50,16100,-300.0,4762
2426,A094860,네오리진,1558,1275,10,1260,1310,1250,1275,1270,168818,214070,50,1275,10.0,349
2427,A094940,푸른기술,1555,11800,1000,10800,12100,10700,11850,11800,821205,9607826,50,11800,1000.0,7841
2428,A094970,제이엠티,1548,3665,30,3620,3705,3545,3665,3660,120770,437251,50,3665,30.0,3457
2429,A095190,이엠코리아,1552,4760,-35,4830,4885,4740,4760,4755,268765,1287980,50,4760,-35.0,3586
2430,A095270,웨이브일렉트로,1530,4260,20,4240,4370,4220,4260,4250,23549,100330,50,4260,20.0,517
2431,A095340,ISC,1557,25900,-400,26700,26900,25800,25900,25850,143291,3751262,50,25900,-400.0,3845
2432,A095500,미래나노텍,1549,4280,-20,4295,4350,4245,4280,4275,145138,622855,50,4280,-20.0,3696
2433,A095610,테스,1559,28800,-800,29600,29850,28700,28850,28800,248088,7217798,50,28800,-800.0,5848
2434,A095660,네오위즈,1558,28400,-1550,32350,35500,28150,28450,28400,7193510,231035502,50,28400,-1550.0,34608
2435,A095700,제넥신,1558,75400,-500,75800,76200,74800,75400,75300,108370,8172012,50,75400,-500.0,2670
2436,A095910,에스에너지,1530,3990,-5,3995,4140,3950,3990,3985,51688,206066,50,3990,-5.0,461
2437,A096040,이트론,1559,568,6,561,578,560,569,568,11053134,6268070,50,568,6.0,101954
2438,A096240,청담러닝,1530,28650,50,28600,29050,28450,28700,28650,29287,838432,50,28650,50.0,514
2439,A096350,대창솔루션,1530,603,3,602,610,596,603,602,949649,571669,50,603,3.0,10512
2440,A096530,씨젠,1559,66200,1400,68400,69000,65800,66200,66100,1133461,75972764,50,66200,1400.0,29102
2441,A096610,알에프세미,1555,4320,-35,4335,4380,4300,4320,4315,69634,300859,50,4320,-35.0,1069
2442,A096630,에스코넥,1552,1940,-30,2000,2000,1930,1945,1940,329620,644292,50,1940,-30.0,4261
2443,A096640,멜파스,1559,2300,30,2270,2435,2230,2305,2300,5387752,12516866,50,2300,30.0,74332
2444,A096690,에이루트,1558,817,-46,860,865,815,818,817,15241957,12670348,50,817,-46.0,262732
2445,A096870,엘디티,1546,4930,-270,5120,5180,4900,4935,4930,129846,648866,50,4930,-270.0,2013
2446,A097780,에스맥,1557,1225,-15,1245,1255,1225,1230,1225,2140867,2639417,50,1225,-15.0,99573
2447,A097800,윈팩,1548,2270,-5,2295,2325,2260,2275,2270,412448,944499,50,2270,-5.0,6526
2448,A097870,효성오앤비,1557,9470,530,8940,9740,8880,9480,9470,474261,4485750,50,9470,530.0,6634
2449,A098120,마이크로컨텍솔,1540,8450,-170,8580,8800,8400,8480,8450,50402,431982,50,8450,-170.0,980
2450,A098460,고영,1540,20850,-200,20900,21050,20700,20850,20800,162434,3380594,50,20850,-200.0,9586
2451,A098660,에스티오,1551,2725,-50,2745,2775,2700,2725,2720,47618,130687,50,2725,-50.0,907
2452,A099190,아이센스,1559,33300,-300,33700,34450,33100,33500,33300,37296,1247861,50,33300,-300.0,498
2453,A099220,SDN,1557,2455,-120,2575,2580,2450,2460,2455,1365417,3403499,50,2455,-120.0,29729
2454,A099320,쎄트렉아이,1559,62500,-600,63600,63600,61600,62600,62500,169186,10558648,50,62500,-600.0,3268
2455,A099390,브레인즈컴퍼니,1555,29500,-1100,30450,31050,29150,29550,29500,210491,6257912,50,29500,-1100.0,4245
2456,A099410,동방선기,0,3320,0,0,0,0,0,0,0,0,50,0,,0
2457,A099440,스맥,1530,1795,-15,1800,1830,1750,1795,1790,214194,382921,50,1795,-15.0,5805
2458,A099520,ITX-AI,0,1285,0,0,0,0,0,0,0,0,50,0,,0
2459,A099750,이지케어텍,1553,39350,-700,40050,41000,39100,39450,39350,87379,3460039,50,39350,-700.0,3821
2460,A100030,모바일리더,1551,20000,-400,20150,20300,19900,20000,19950,6817,136623,50,20000,-400.0,367
2461,A100090,삼강엠앤티,1557,20050,-350,20400,21150,20050,20100,20050,626453,12736595,50,20050,-350.0,11840
2462,A100120,뷰웍스,1547,42600,100,42800,43600,42400,42600,42550,45208,1941791,50,42600,100.0,644
2463,A100130,동국S&C,1547,5680,-130,5810,5880,5680,5700,5680,276661,1588733,50,5680,-130.0,5793
2464,A100590,머큐리,1543,8880,10,8870,9020,8860,8900,8880,32165,286912,50,8880,10.0,609
2465,A100660,서암기계공업,1553,7170,360,6880,7330,6820,7190,7170,1398746,10010661,50,7170,360.0,15693
2466,A100700,세운메디칼,1556,4410,70,4350,4425,4350,4410,4405,127279,559357,50,4410,70.0,5661
2467,A100790,미래에셋벤처투자,1555,9210,-330,9580,9630,9120,9210,9200,250760,2340574,50,9210,-330.0,4462
2468,A101000,상상인인더스트리,1530,998,1,997,1005,996,1000,998,138456,138266,50,998,1.0,307
2469,A101160,월덱스,1555,22750,-400,23250,23400,22600,22800,22750,139666,3191853,50,22750,-400.0,1600
2470,A101170,우림기계,1558,4565,-85,4610,4680,4545,4565,4560,173539,796567,50,4565,-85.0,4306
2471,A101240,씨큐브,1530,7650,-20,7630,7650,7530,7650,7600,19457,147602,50,7650,-20.0,311
2472,A101330,모베이스,1551,3500,-155,3655,3675,3500,3500,3495,231826,826727,50,3500,-155.0,6371
2473,A101360,이엔드디,1559,37800,0,38600,40300,37700,37850,37800,395728,15362169,50,37800,0.0,6066
2474,A101390,아이엠,1555,1140,-25,1165,1185,1140,1145,1140,1104462,1275625,50,1140,-25.0,10884
2475,A101400,엔시트론,1530,1220,0,1215,1235,1175,1235,1220,103462,125263,50,1220,0.0,980
2476,A101490,에스앤에스텍,1558,33250,600,32800,33800,32550,33250,33200,391142,13027034,50,33250,600.0,8142
2477,A101670,코리아에스이,1530,1895,-10,1885,1920,1875,1900,1895,67313,127159,50,1895,-10.0,430
2478,A101680,한국정밀기계,0,1440,0,0,0,0,0,0,0,0,50,0,,0
2479,A101730,위메이드맥스,1557,11600,-450,12500,12500,10900,11650,11600,1529069,17733048,50,11600,-450.0,12525
2480,A101930,인화정공,1540,11600,50,11550,12050,11250,11700,11600,17071,199612,50,11600,50.0,50
2481,A102120,어보브반도체,1547,12850,0,12950,13200,12750,12850,12800,107938,1394117,50,12850,0.0,1956
2482,A102710,이엔에프테크놀로,1548,33550,-600,34350,34600,33550,33600,33550,63791,2161819,50,33550,-600.0,757
2483,A102940,코오롱생명과학,1558,35800,-1300,37300,37500,35650,35800,35750,84824,3088404,50,35800,-1300.0,1293
2484,A103230,에스앤더블류,0,2505,0,0,0,0,0,0,0,0,50,0,,0
2485,A103840,우양,1554,5100,-10,5030,5140,5030,5100,5090,28910,147199,50,5100,-10.0,1006
2486,A104040,대성파인텍,1555,2440,5,2435,2530,2435,2450,2440,389202,962505,50,2440,5.0,17431
2487,A104200,NHN벅스,1540,5990,-50,6000,6300,5990,6040,5990,34814,210725,50,5990,-50.0,2599
2488,A104460,디와이피엔에프,1540,36150,-450,36650,36750,35700,36300,36150,87212,3142247,50,36150,-450.0,2666
2489,A104480,티케이케미칼,1549,7040,-140,7210,7270,7030,7050,7040,1950140,13919179,50,7040,-140.0,32883
2490,A104540,코렌텍,1558,16900,450,16600,17250,16450,16900,16800,161303,2717818,50,16900,450.0,3695
2491,A104620,노랑풍선,1555,16300,-250,17000,17400,16250,16350,16300,1813484,30221629,50,16300,-250.0,25547
2492,A104830,원익머트리얼즈,1558,33150,0,33250,33500,32900,33200,33150,48715,1615799,50,33150,0.0,743
2493,A105330,케이엔더블유,1549,12850,450,12400,13450,12400,12900,12850,206523,2694595,50,12850,450.0,1158
2494,A105550,트루윈,1556,8520,70,8530,8690,8370,8520,8510,421287,3580205,50,8520,70.0,1508
2495,A105740,디케이락,1543,13400,-300,13900,13900,13300,13450,13400,110541,1496868,50,13400,-300.0,2366
2496,A106080,하이소닉,0,3110,0,0,0,0,0,0,0,0,50,0,,0
2497,A106190,하이텍팜,1555,18000,500,17400,18250,17400,18000,17950,90346,1624312,50,18000,500.0,6199
2498,A106240,파인테크닉스,1559,11350,-500,12050,12100,11200,11400,11350,1880652,21571806,50,11350,-500.0,33161
2499,A106520,디지탈옵틱,1530,5480,-100,5650,5750,5420,5490,5480,66366,363833,50,5480,-100.0,4713
2500,A108230,톱텍,1530,10100,-50,10100,10350,10000,10150,10100,110066,1116077,50,10100,-50.0,3918
2501,A108320,LX세미콘,1559,105900,-3800,110000,110000,105700,106000,105900,353989,37920119,50,105900,-3800.0,6934
2502,A108380,대양전기공업,1559,17550,-150,17650,17650,17050,17550,17450,27237,473635,50,17550,-150.0,3352
2503,A108490,로보티즈,1554,14100,50,14250,14250,14050,14150,14100,18733,263943,50,14100,50.0,166
2504,A108860,셀바스AI,1547,4035,0,4005,4200,4005,4035,4030,64240,258888,50,4035,0.0,720
2505,A109080,옵티시스,1559,22600,-500,23100,23600,22600,22650,22600,112651,2592510,50,22600,-500.0,5779
2506,A109610,에스와이,1540,3800,40,3765,3860,3755,3810,3800,353155,1342343,50,3800,40.0,3061
2507,A109740,디에스케이,1542,8410,40,8360,8440,8180,8420,8410,40939,339930,50,8410,40.0,468
2508,A109820,진매트릭스,1541,11300,-200,11700,11700,11300,11400,11300,144578,1652226,50,11300,-200.0,6801
2509,A109860,동일금속,1549,15000,-200,15150,15250,14900,15100,15000,45019,675531,50,15000,-200.0,367
2510,A109960,에이프로젠 H&G,1559,821,-14,834,846,817,821,820,1933804,1603389,50,821,-14.0,29000
2511,A110020,전진바이오팜,1530,6150,30,6010,6160,6010,6150,6140,16335,99407,50,6150,30.0,255
2512,A110790,크리스에프앤씨,1540,43900,-150,44350,44800,43450,43950,43900,51617,2266525,50,43900,-150.0,1008
2513,A110990,디아이티,1530,10150,50,10100,10400,9980,10200,10150,68343,693673,50,10150,50.0,1058
2514,A111710,남화산업,1543,9710,-200,9940,10050,9680,9710,9700,78169,764791,50,9710,-200.0,1922
2515,A111820,지유온,1558,220,-50,300,300,215,221,220,4784097,1116115,50,220,-50.0,178321
2516,A111870,KH 일렉트론,1530,898,0,892,905,892,898,897,354069,318063,50,898,0.0,7131
2517,A112040,위메이드,1558,76500,-1900,76800,79000,71700,76500,76400,1150972,85879215,50,76500,-1900.0,9454
2518,A113810,디젠스,1559,1280,90,1185,1280,1170,1280,1275,1150312,1408100,50,1280,90.0,92138
2519,A114120,크루셜텍,1540,1065,-30,1105,1115,1055,1070,1065,105896,113724,50,1065,-30.0,3167
2520,A114190,강원,0,2500,0,0,0,0,0,0,0,0,50,0,,0
2521,A114450,KPX생명과학,1540,8590,-90,8550,8750,8540,8610,8590,82167,706571,50,8590,-90.0,1295
2522,A114570,지스마트글로벌,0,620,0,0,0,0,0,0,0,0,50,0,,0
2523,A114630,폴라리스우노,1554,4830,25,4750,4940,4750,4895,4830,62021,300058,50,4830,25.0,725
2524,A114810,아이원스,1551,9120,40,9130,9240,9020,9140,9120,110839,1007384,50,9120,40.0,1846
2525,A115160,휴맥스,1554,5290,50,5310,5590,5220,5300,5290,2361090,12628460,50,5290,50.0,42330
2526,A115180,큐리언트,0,30300,0,0,0,0,0,0,0,0,50,0,,0
2527,A115310,인포바인,1551,25400,200,25150,25550,25150,25550,25400,8874,224883,50,25400,200.0,516
2528,A115440,우리넷,1559,8850,150,8710,9000,8700,8850,8840,47217,416139,50,8850,150.0,485
2529,A115450,지트리비앤티,1559,17400,-550,18000,18050,16750,17400,17350,1096850,18979573,50,17400,-550.0,18740
2530,A115480,씨유메디칼,1530,1195,5,1185,1215,1170,1200,1195,475634,565323,50,1195,5.0,87539
2531,A115500,케이씨에스,1559,6980,-50,6910,7070,6910,6980,6970,56881,395922,50,6980,-50.0,752
2532,A115530,씨엔플러스,0,839,0,0,0,0,0,0,0,0,50,0,,0
2533,A115570,스타플렉스,1530,4290,30,4260,4345,4205,4295,4290,72858,311165,50,4290,30.0,1775
2534,A115610,이미지스,1530,3100,25,3060,3140,3055,3100,3095,12206,37815,50,3100,25.0,520
2535,A115960,연우,1550,25850,-200,26000,26350,25650,25900,25850,24347,628757,50,25850,-200.0,838
2536,A117670,알파홀딩스,1530,3885,-85,3970,4015,3875,3885,3880,79775,314269,50,3885,-85.0,1544
2537,A117730,티로보틱스,1558,7240,-130,7370,7450,7200,7250,7240,80569,588543,50,7240,-130.0,241
2538,A118990,모트렉스,1559,6150,30,6290,6420,6130,6160,6150,799170,5017177,50,6150,30.0,7487
2539,A119500,포메탈,1554,4415,-55,4390,4490,4370,4420,4415,98054,432850,50,4415,-55.0,2646
2540,A119610,인터로조,1540,28000,50,28450,28450,27900,28050,28000,20687,580309,50,28000,50.0,271
2541,A119830,아이텍,1548,12550,50,12500,12900,12350,12600,12550,373266,4703538,50,12550,50.0,6524
2542,A119850,지엔씨에너지,1540,4530,-65,4570,4595,4530,4550,4530,41769,190050,50,4530,-65.0,3092
2543,A119860,다나와,1556,31800,-450,32250,32500,31800,31850,31800,66706,2130906,50,31800,-450.0,1874
2544,A120240,대정화금,1542,27450,-250,27700,28100,27300,27500,27450,80808,2229331,50,27450,-250.0,4826
2545,A121440,골프존뉴딘홀딩스,1554,8750,0,8800,8840,8650,8760,8750,67563,589305,50,8750,0.0,2304
2546,A121600,나노신소재,1559,42700,2400,40650,43850,40600,42700,42650,957220,40844658,50,42700,2400.0,8806
2547,A121800,비덴트,1559,9890,130,9880,10300,9820,9900,9890,920143,9211180,50,9890,130.0,20278
2548,A121850,코이즈,1556,2400,35,2355,2445,2330,2415,2400,93362,222985,50,2400,35.0,527
2549,A121890,에스디시스템,0,739,0,0,0,0,0,0,0,0,50,0,,0
2550,A122310,제노레이,1557,9820,30,9810,9900,9800,9830,9820,19789,194555,50,9820,30.0,349
2551,A122350,삼기,1557,6070,10,6150,6260,6030,6080,6070,2146544,13168007,50,6070,10.0,47248
2552,A122450,KMH,1543,9630,-140,9710,9840,9630,9650,9630,140999,1368964,50,9630,-140.0,7384
2553,A122640,예스티,1559,13200,650,12700,13250,12400,13200,13150,342123,4388248,50,13200,650.0,6154
2554,A122690,서진오토모티브,1530,2810,95,2715,2870,2715,2810,2800,188262,529914,50,2810,95.0,2364
2555,A122870,와이지엔터테인먼,1558,52900,100,53400,53600,52400,52900,52800,178032,9412206,50,52900,100.0,1985
2556,A122990,와이솔,1559,11300,-50,11350,11550,11300,11350,11300,65353,744006,50,11300,-50.0,4544
2557,A123010,폴라리스웍스,1530,1535,-10,1525,1555,1500,1540,1535,229742,350500,50,1535,-10.0,1266
2558,A123040,엠에스오토텍,1551,6290,30,6230,6380,6230,6290,6270,167282,1055067,50,6290,30.0,913
2559,A123330,제닉,1555,6490,30,6460,6570,6280,6490,6410,34665,220671,50,6490,30.0,259
2560,A123410,코리아에프티,1558,3730,15,3725,3805,3700,3730,3720,195920,731386,50,3730,15.0,1297
2561,A123420,선데이토즈,1530,20550,150,20350,20750,20350,20550,20450,16261,332815,50,20550,150.0,254
2562,A123570,이엠넷,1530,6970,0,6930,7150,6920,6970,6950,38290,266301,50,6970,0.0,5044
2563,A123750,알톤스포츠,1555,4790,-75,4835,4880,4790,4800,4790,45451,219752,50,4790,-75.0,1639
2564,A123840,한일진공,1555,915,24,891,947,890,915,912,400396,367952,50,915,24.0,3884
2565,A123860,아나패스,1530,23950,-50,23900,24100,23750,23950,23850,35129,837445,50,23950,-50.0,1031
2566,A124500,아이티센,1558,4965,-45,5010,5050,4965,4970,4965,119103,595200,50,4965,-45.0,3352
2567,A124560,태웅로직스,1558,7440,100,7380,7560,7330,7440,7410,141230,1049320,50,7440,100.0,3179
2568,A125210,아모그린텍,1540,12700,0,12800,12950,12650,12750,12700,51209,653409,50,12700,0.0,955
2569,A126340,비나텍,1548,52900,-1800,54700,56100,52600,53100,52900,143709,7744904,50,52900,-1800.0,2588
2570,A126600,코프라,1557,8250,120,8210,8650,8210,8260,8250,2023235,17109197,50,8250,120.0,28272
2571,A126640,화신정공,1558,2640,20,2635,2705,2530,2640,2635,4439114,11611716,50,2640,20.0,93942
2572,A126700,하이비젼시스템,1556,16750,-50,17050,17250,16600,16800,16750,238842,4025340,50,16750,-50.0,2645
2573,A126870,뉴로스,0,2230,0,0,0,0,0,0,0,0,50,0,,0
2574,A126880,제이엔케이히터,1542,6920,40,6910,7180,6910,6920,6910,259287,1822757,50,6920,40.0,4087
2575,A127120,디엔에이링크,1554,4060,-100,4160,4190,4060,4075,4060,63469,261290,50,4060,-100.0,2953
2576,A127160,매직마이크로,0,282,0,0,0,0,0,0,0,0,50,0,,0
2577,A127710,아시아경제,1558,4095,-90,4160,4220,4000,4095,4085,381663,1557269,50,4095,-90.0,3153
2578,A128540,에코캡,1557,4565,40,4510,4695,4510,4565,4560,206012,942231,50,4565,40.0,3555
2579,A128660,피제이메탈,1559,5980,-90,6000,6120,5850,5980,5970,919524,5507357,50,5980,-90.0,15551
2580,A129890,앱코,1530,15600,50,15850,15850,15300,15600,15550,48591,757239,50,15600,50.0,1696
2581,A130500,GH신소재,1551,6740,250,6620,6980,6600,6740,6730,348785,2360259,50,6740,250.0,2899
2582,A130580,나이스디앤비,1530,10150,-50,10150,10200,10100,10200,10150,10584,107389,50,10150,-50.0,70
2583,A130740,티피씨글로벌,1556,4595,70,4455,4595,4435,4595,4580,204029,920584,50,4595,70.0,10445
2584,A131030,디에이치피코리아,1530,7080,-40,7120,7170,7080,7090,7080,22331,158753,50,7080,-40.0,1091
2585,A131090,시큐브,1530,1370,-10,1380,1400,1370,1375,1370,136997,189006,50,1370,-10.0,7889
2586,A131100,스카이이앤엠,1557,960,-31,982,1015,960,961,960,1072066,1052902,50,960,-31.0,16755
2587,A131180,딜리,1554,2095,55,2055,2140,2050,2100,2095,682789,1426055,50,2095,55.0,18716
2588,A131220,대한과학,1556,10200,-100,10300,10400,10100,10250,10200,43794,447536,50,10200,-100.0,1045
2589,A131290,티에스이,1559,72100,-1700,73800,74700,71800,72100,72000,38665,2808041,50,72100,-1700.0,886
2590,A131370,알서포트,1556,7870,-70,8060,8110,7870,7880,7870,365424,2913262,50,7870,-70.0,16167
2591,A131390,원익피앤이,1559,36650,-750,37850,38250,36100,36700,36650,767090,28503581,50,36650,-750.0,7468
2592,A131400,이브이첨단소재,1559,2065,65,2050,2205,2040,2070,2065,5647502,11825365,50,2065,65.0,35869
2593,A131760,파인텍,1559,1605,5,1605,1645,1575,1610,1605,791223,1272037,50,1605,5.0,7872
2594,A131970,테스나,1556,49750,-1150,51000,51400,49500,49750,49700,230695,11523131,50,49750,-1150.0,2544
2595,A133750,메가엠디,1559,4930,-55,4985,5030,4885,4935,4930,163456,811773,50,4930,-55.0,2583
2596,A134060,이퓨쳐,1554,8440,-250,8570,8690,8440,8480,8440,22487,192536,50,8440,-250.0,3232
2597,A134580,디엠티,1530,2895,0,2835,2950,2805,2895,2835,25722,73762,50,2895,0.0,1033
2598,A136480,하림,1549,2915,0,2920,2960,2905,2925,2915,485029,1421519,50,2915,0.0,11027
2599,A136510,쎄미시스코,1559,27750,-750,28050,29000,27550,27800,27750,247838,6964021,50,27750,-750.0,2406
2600,A136540,윈스,1549,15900,150,15800,15950,15700,15950,15900,16762,265045,50,15900,150.0,1399
2601,A137400,피엔티,1559,32700,450,32550,33750,32300,32700,32650,534745,17659088,50,32700,450.0,13407
2602,A137940,넥스트아이,1553,1585,55,1590,1655,1560,1590,1585,1714095,2761232,50,1585,55.0,33874
2603,A137950,제이씨케미칼,1559,10250,-150,10400,10700,10250,10300,10250,274805,2868036,50,10250,-150.0,12788
2604,A138070,신진에스엠,1540,7220,40,7120,7250,7090,7230,7220,33080,237328,50,7220,40.0,968
2605,A138080,오이솔루션,1545,37000,0,36850,37700,36850,37000,36950,38832,1438944,50,37000,0.0,1159
2606,A138360,협진,0,4480,0,0,0,0,0,0,0,0,50,0,,0
2607,A138580,비즈니스온,1530,20950,-450,21600,21600,20900,21050,20950,9744,205842,50,20950,-450.0,375
2608,A138610,나이벡,1559,36800,2750,34400,36900,34300,36800,36750,461231,16586418,50,36800,2750.0,7887
2609,A138690,엘아이에스,1549,6950,-10,7040,7060,6800,6950,6880,168409,1158999,50,6950,-10.0,641
2610,A139050,시티랩스,1542,598,-2,593,610,592,599,598,587719,352042,50,598,-2.0,3655
2611,A139670,키네마스터,1548,20250,-300,20700,20800,20250,20300,20250,87193,1784425,50,20250,-300.0,4057
2612,A140070,서플러스글로벌,1554,4415,-70,4505,4550,4415,4420,4415,153844,686589,50,4415,-70.0,5527
2613,A140410,메지온,1543,173700,-500,174700,178000,172400,173700,173600,47999,8346238,50,173700,-500.0,546
2614,A140520,대창스틸,1552,3545,30,3515,3615,3510,3550,3545,89771,318900,50,3545,30.0,2836
2615,A140670,알에스오토메이션,1555,11900,-50,12000,12300,11750,11950,11900,113760,1363265,50,11900,-50.0,1982
2616,A140860,파크시스템스,1559,114000,-4500,118600,118600,113100,114100,114000,24848,2845925,50,114000,-4500.0,676
2617,A141000,비아트론,1548,10600,0,10600,10700,10450,10600,10500,35379,373955,50,10600,0.0,747
2618,A141020,포티스,0,108,0,0,0,0,0,0,0,0,50,0,,0
2619,A141080,레고켐바이오,1554,48150,-1700,49900,50500,47500,48150,48100,321742,15607802,50,48150,-1700.0,4720
2620,A142210,유니트론텍,1545,6000,-110,6120,6260,6000,6000,5990,91089,554605,50,6000,-110.0,9459
2621,A142280,녹십자엠에스,1547,9460,-60,9520,9600,9440,9470,9460,36843,349526,50,9460,-60.0,499
2622,A142760,바이오리더스,1559,15150,1050,14300,15500,13400,15150,15100,5553615,79728917,50,15150,1050.0,161638
2623,A143160,아이디스,1530,25000,200,24850,25250,24500,25000,24900,25390,630110,50,25000,200.0,1086
2624,A143240,사람인에이치알,1553,47650,-550,48500,48500,47650,47750,47650,12224,585972,50,47650,-550.0,312
2625,A143540,영우디에스피,1541,2235,5,2250,2270,2220,2235,2230,269374,602966,50,2235,5.0,6792
2626,A144510,녹십자랩셀,1549,96700,-1700,98400,98500,96500,96800,96700,46688,4536068,50,96700,-1700.0,954
2627,A144960,뉴파워프라즈마,1559,8790,150,8800,9200,8570,8800,8790,11405224,102418593,50,8790,150.0,139223
2628,A145020,휴젤,1540,185000,-1600,185000,189800,184600,185000,184900,33009,6133051,50,185000,-1600.0,815
2629,A147760,마이크로프랜드,1540,8510,0,8440,8580,8400,8510,8490,67955,575873,50,8510,0.0,1781
2630,A147830,제룡산업,1559,4810,-340,5040,5230,4700,4810,4805,852218,4164478,50,4810,-340.0,11645
2631,A148140,비디아이,1558,2605,-65,2610,2810,2595,2615,2605,983094,2630570,50,2605,-65.0,16265
2632,A148150,세경하이테크,1559,26900,-450,27600,27750,26800,26900,26850,360904,9788413,50,26900,-450.0,6804
2633,A148250,알엔투테크놀로지,1555,17000,-250,17700,17800,16650,17100,17000,172583,2974122,50,17000,-250.0,2677
2634,A149950,아바텍,1530,22250,-350,22600,22700,22100,22250,22200,10278,229014,50,22250,-350.0,53
2635,A149980,하이로닉,1530,5710,10,5680,5880,5670,5760,5710,144051,832625,50,5710,10.0,1494
2636,A150840,인트로메딕,1551,3430,-130,3610,3615,3365,3430,3425,767977,2654584,50,3430,-130.0,8960
2637,A150900,파수,1530,7280,80,7080,7280,7080,7280,7220,22120,159444,50,7280,80.0,878
2638,A151860,KG ETS,1557,16150,50,16050,16550,16000,16200,16150,353096,5723176,50,16150,50.0,7900
2639,A151910,나노스,1558,5660,-50,5830,5830,5600,5670,5660,340539,1933416,50,5660,-50.0,3538
2640,A153460,네이블,1543,7750,-30,7700,7970,7660,7810,7750,52684,411045,50,7750,-30.0,632
2641,A153490,우리이앤엘,1550,1810,5,1810,1840,1785,1815,1810,559955,1010365,50,1810,5.0,19443
2642,A153710,옵티팜,1553,11450,-200,11650,11750,11350,11450,11400,50538,582269,50,11450,-200.0,1377
2643,A154030,아시아종묘,1552,7050,410,6720,7120,6490,7060,7050,457909,3163537,50,7050,410.0,4738
2644,A154040,솔루에타,1549,3480,-140,3585,3675,3480,3505,3480,253606,901783,50,3480,-140.0,3931
2645,A155650,와이엠씨,1557,8470,-50,8480,8620,8340,8470,8430,96619,818746,50,8470,-50.0,3832
2646,A156100,엘앤케이바이오,1559,15750,-150,16000,16100,15550,15750,15700,60292,947469,50,15750,-150.0,1279
2647,A158310,참존글로벌,0,1015,0,0,0,0,0,0,0,0,50,0,,0
2648,A158430,아톤,1544,30300,200,30100,31200,30100,30350,30300,45355,1386809,50,30300,200.0,920
2649,A159580,제로투세븐,1553,11450,200,11250,11750,11250,11500,11450,117119,1348482,50,11450,200.0,3032
2650,A159910,스킨앤스킨,0,263,0,0,0,0,0,0,0,0,50,0,,0
2651,A160550,NEW,1559,11800,550,11450,11850,11000,11800,11750,1828787,20877217,50,11800,550.0,30594
2652,A160600,이큐셀,0,3100,0,0,0,0,0,0,0,0,50,0,,0
2653,A160980,싸이맥스,1559,17650,-350,18300,18300,17450,17650,17600,95484,1687684,50,17650,-350.0,2289
